"id";"anneesco_cdn";"anneesco_libusage";"mef_stat_4";"libelle_court";"libelle_long";"date_ouverture";"date_fermeture";"indic_autorise_eleve";"indic_autorise_apprenti";"nb_mef_valide_annsco";"nb_mef_valide_annsco_ea";"nb_sectref_valide_annsco";"mefstat4_ordtri";"date_jeu_donnees"
154;10;"2006-2007";"6151";"BP-A";"BP STATUT APPRENTI";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;158;"2017-08-25"
155;10;"2006-2007";"6191";"1FIN-A";"F-INT STATUT APPRENTI";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;159;"2017-08-25"
156;10;"2006-2007";"6193";"1FIN-Q";"F-INT STATUT CONTRAT DE QUALIF.";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;160;"2017-08-25"
157;10;"2006-2007";"6195";"FNDI-Q";"F-INT CONTRAT DE QUALIF.";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;161;"2017-08-25"
158;10;"2006-2007";"9011";"VIE ACTIVE";"VIE ACTIVE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;162;"2017-08-25"
159;10;"2006-2007";"9012";"SERV.MILI.";"SERVICE MILITAIRE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;163;"2017-08-25"
160;10;"2006-2007";"9021";"STAGE";"STAGE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;164;"2017-08-25"
161;10;"2006-2007";"9991";"NON SCOLAR.";"NON SCOLARISE";"1995-09-01 00:00:00";"";"Non";"Non";0;0;0;167;"2017-08-25"
162;10;"2006-2007";"9999";"INDETERMINE";"INDETERMINE";"1992-09-01 00:00:00";"";"Non";"Oui";0;6;6;168;"2017-08-25"
163;11;"2007-2008";"1110";"TPS";"TOUTE PETITE SECTION";"1992-09-01 00:00:00";"";"Non";"Non";1;0;0;1;"2017-08-25"
164;11;"2007-2008";"1111";"PS";"PETITE SECTION";"1992-09-01 00:00:00";"";"Non";"Non";1;0;0;2;"2017-08-25"
165;11;"2007-2008";"1112";"MS";"MOYENNE SECTION";"1992-09-01 00:00:00";"";"Non";"Non";1;0;0;3;"2017-08-25"
166;11;"2007-2008";"1113";"GS";"GRANDE SECTION";"1992-09-01 00:00:00";"";"Non";"Non";1;0;0;4;"2017-08-25"
167;11;"2007-2008";"1121";"CP";"COURS PREPARATOIRE";"1992-09-01 00:00:00";"";"Non";"Non";1;0;0;5;"2017-08-25"
168;11;"2007-2008";"1122";"CE1";"COURS ELEMENTAIRE 1ERE ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";1;0;0;6;"2017-08-25"
169;11;"2007-2008";"1123";"CE2";"COURS ELEMENTAIRE 2EME ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";1;0;0;7;"2017-08-25"
170;11;"2007-2008";"1124";"CM1";"COURS MOYEN 1ERE ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";1;0;0;8;"2017-08-25"
171;11;"2007-2008";"1125";"CM2";"COURS MOYEN 2EME ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";1;0;0;9;"2017-08-25"
172;11;"2007-2008";"1211";"INIT.1E DEG";"1ER DEGRE : INITIATION";"1992-09-01 00:00:00";"";"Non";"Non";1;0;0;10;"2017-08-25"
173;11;"2007-2008";"1311";"ADAP.1E DEG";"1ER DEGRE : ADAPTATION";"1992-09-01 00:00:00";"";"Non";"Non";1;0;0;11;"2017-08-25"
174;11;"2007-2008";"1411";"SPEC.1E DEG";"1ER DEGRE : ENSEIGNEMENT SPECIAL";"1992-09-01 00:00:00";"";"Non";"Non";1;0;0;12;"2017-08-25"
175;11;"2007-2008";"2111";"6EME";"6EME";"1992-09-01 00:00:00";"";"Oui";"Oui";4;0;0;13;"2017-08-25"
176;11;"2007-2008";"2112";"5EME";"5EME";"1992-09-01 00:00:00";"";"Oui";"Oui";4;0;0;14;"2017-08-25"
177;11;"2007-2008";"2114";"4EME AES";"4EME D'AIDE ET DE SOUTIEN";"1993-09-01 00:00:00";"";"Oui";"Oui";1;0;0;15;"2017-08-25"
178;11;"2007-2008";"2115";"4EME";"4EME (NC 4E AES)";"1992-09-01 00:00:00";"";"Oui";"Oui";5;2;2;16;"2017-08-25"
179;11;"2007-2008";"2116";"3EME";"3EME";"1992-09-01 00:00:00";"";"Oui";"Oui";5;1;2;17;"2017-08-25"
180;11;"2007-2008";"2117";"3EME INSER";"3EME D'INSERTION";"1992-09-01 00:00:00";"2012-08-31 00:00:00";"Oui";"Oui";1;0;0;18;"2017-08-25"
181;11;"2007-2008";"2118";"DISPO RELAI";"DISPOSITIFS RELAIS";"1997-09-01 00:00:00";"";"Oui";"Oui";2;0;0;19;"2017-08-25"
182;11;"2007-2008";"2119";"ULIS";"UNITES LOCALISEES INCLUSION SCO.(EX UPI)";"1997-09-01 00:00:00";"";"Oui";"Oui";1;0;0;20;"2017-08-25"
183;11;"2007-2008";"2121";"4E TECHNO";"4EME TECHNOLOGIQUE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;21;"2017-08-25"
184;11;"2007-2008";"2122";"3E TECHNO";"3EME TECHNOLOGIQUE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;22;"2017-08-25"
185;11;"2007-2008";"2132";"CPA";"CPA";"1992-09-01 00:00:00";"";"Oui";"Oui";11;1;1;24;"2017-08-25"
186;11;"2007-2008";"2133";"CLIPA";"CL.D'INITIATION PREPROF. PAR ALTERNANCE";"1994-09-01 00:00:00";"";"Oui";"Oui";1;1;1;25;"2017-08-25"
187;11;"2007-2008";"2134";"APP JUNIOR";"FORMATION D'APPRENTI JUNIOR";"2006-09-01 00:00:00";"";"Oui";"Oui";1;0;0;26;"2017-08-25"
188;11;"2007-2008";"2211";"2NDE G-T";"SECONDE GENERALE & TECHNO YC BT";"1992-09-01 00:00:00";"";"Oui";"Oui";12;1;1;28;"2017-08-25"
189;11;"2007-2008";"2212";"1ERE G-T";"PREMIERE GENERALE & TECHNO YC BT";"1992-09-01 00:00:00";"";"Oui";"Oui";81;17;17;29;"2017-08-25"
190;11;"2007-2008";"2213";"TERM G-T";"TERMINALE GENERALE & TECHNO YC BT";"1992-09-01 00:00:00";"";"Oui";"Oui";56;19;19;30;"2017-08-25"
191;11;"2007-2008";"2311";"CAP 1 AN";"CAP EN 1 AN";"1992-09-01 00:00:00";"";"Oui";"Oui";231;6;6;31;"2017-08-25"
192;11;"2007-2008";"2321";"1CAP2";"CAP EN 2 ANS : 1ERE ANNEE";"1992-09-01 00:00:00";"";"Oui";"Oui";222;31;31;32;"2017-08-25"
193;11;"2007-2008";"2322";"2CAP2";"CAP EN 2 ANS : 2EME ANNEE";"1992-09-01 00:00:00";"";"Oui";"Oui";229;32;32;33;"2017-08-25"
194;11;"2007-2008";"2331";"1CAP3";"CAP EN 3 ANS : 1ERE ANNEE";"1992-09-01 00:00:00";"";"Oui";"Oui";64;0;0;34;"2017-08-25"
195;11;"2007-2008";"2332";"2CAP3";"CAP EN 3 ANS : 2EME ANNEE";"1992-09-01 00:00:00";"";"Oui";"Oui";64;0;0;35;"2017-08-25"
196;11;"2007-2008";"2333";"3CAP3";"CAP EN 3 ANS : 3EME ANNEE";"1992-09-01 00:00:00";"";"Oui";"Oui";64;0;0;36;"2017-08-25"
197;11;"2007-2008";"2341";"BEP 1 AN";"BEP EN 1 AN";"1992-09-01 00:00:00";"";"Oui";"Oui";42;0;0;37;"2017-08-25"
198;11;"2007-2008";"2351";"2NDE BEP";"BEP 2 ANS : 2NDE";"1992-09-01 00:00:00";"";"Oui";"Oui";67;30;31;38;"2017-08-25"
199;11;"2007-2008";"2352";"TERM BEP";"BEP 2 ANS : TERMINALE";"1992-09-01 00:00:00";"";"Oui";"Oui";68;30;31;39;"2017-08-25"
200;11;"2007-2008";"2361";"BACPRO 1 AN";"BAC PROFESSIONNEL EN 1 AN";"1992-09-01 00:00:00";"";"Oui";"Oui";77;0;0;40;"2017-08-25"
201;11;"2007-2008";"2371";"1BACPRO2";"BAC PRO 2 ANS : 1ERE";"1992-09-01 00:00:00";"";"Oui";"Oui";95;27;27;41;"2017-08-25"
202;11;"2007-2008";"2372";"TBACPRO2";"BAC PRO 2 ANS : TERMINALE";"1992-09-01 00:00:00";"";"Oui";"Oui";94;27;27;42;"2017-08-25"
203;11;"2007-2008";"2381";"2NDE PRO";"BAC PRO 3 ANS : 2NDE PRO (OU 1ERE ANNEE)";"1992-09-01 00:00:00";"";"Oui";"Oui";93;0;0;43;"2017-08-25"
204;11;"2007-2008";"2382";"1ERE PRO";"BAC PRO 3 ANS : 1ERE PRO (OU 2EME ANNEE)";"1992-09-01 00:00:00";"";"Oui";"Oui";93;0;0;44;"2017-08-25"
205;11;"2007-2008";"2383";"TLEPRO";"BAC PRO 3 ANS : TERM PRO (OU 3EME ANNEE)";"1992-09-01 00:00:00";"";"Oui";"Oui";93;0;0;45;"2017-08-25"
206;11;"2007-2008";"2391";"MC";"MENTION COMPLEMENTAIRE";"1992-09-01 00:00:00";"";"Oui";"Oui";60;0;0;46;"2017-08-25"
207;11;"2007-2008";"23A1";"CEP";"CEP";"1992-09-01 00:00:00";"";"Oui";"Oui";0;0;0;47;"2017-08-25"
208;11;"2007-2008";"23A1";"CEP";"CEP";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;47;"2017-08-25"
209;11;"2007-2008";"23B1";"BMA 1 AN";"BMA EN 1 AN";"1992-09-01 00:00:00";"";"Oui";"Oui";16;0;0;48;"2017-08-25"
210;11;"2007-2008";"23C1";"1BMA2";"BMA EN 2 ANS : 1ERE ANNEE";"1992-09-01 00:00:00";"";"Oui";"Oui";18;0;0;49;"2017-08-25"
211;11;"2007-2008";"23C2";"2BMA2";"BMA EN 2 ANS : 2EME ANNEE";"1992-09-01 00:00:00";"";"Oui";"Oui";16;0;0;50;"2017-08-25"
212;11;"2007-2008";"23D1";"1BMA3";"BMA EN 3 ANS : 1ERE ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;51;"2017-08-25"
213;11;"2007-2008";"23D2";"2BMA3";"BMA EN 3 ANS : 2EME ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;52;"2017-08-25"
214;11;"2007-2008";"23D3";"3BMA3";"BMA EN 3 ANS : 3EME ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;53;"2017-08-25"
215;11;"2007-2008";"2411";"SES 1";"SES : 1ERE ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;54;"2017-08-25"
216;11;"2007-2008";"2412";"SES 2";"SES : 2EME ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;55;"2017-08-25"
217;11;"2007-2008";"2413";"SES 3";"SES : 3 EME ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;56;"2017-08-25"
218;11;"2007-2008";"2414";"SES 4";"SES : 4EME ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;57;"2017-08-25"
219;11;"2007-2008";"2415";"SES 5";"SES : 5EME ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;58;"2017-08-25"
220;11;"2007-2008";"2416";"SES 6";"SES : 6EME ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;59;"2017-08-25"
221;11;"2007-2008";"2421";"CLAT1";"CLASSE ATELIER : 1ERE ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;60;"2017-08-25"
222;11;"2007-2008";"2422";"CLAT2";"CLASSE ATELIER : 2EME ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;61;"2017-08-25"
223;11;"2007-2008";"2423";"CLAT3";"CLASSE ATELIER : 3EME ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;62;"2017-08-25"
224;11;"2007-2008";"2424";"CLAT4";"CLASSE ATELIER : 4EME ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;63;"2017-08-25"
225;11;"2007-2008";"2425";"CLAT5";"CLASSE ATELIER : 5EME ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;64;"2017-08-25"
226;11;"2007-2008";"2426";"CLAT6";"CLASSE ATELIER : 6EME ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;65;"2017-08-25"
227;11;"2007-2008";"2431";"6E SEGPA";"6EME - SECTION D'ENSGT GENE & PRO ADAPTE";"1997-09-01 00:00:00";"";"Oui";"Oui";1;0;0;66;"2017-08-25"
228;11;"2007-2008";"2432";"5E SEGPA";"5EME - SECTION D'ENSGT GENE & PRO ADAPTE";"1997-09-01 00:00:00";"";"Oui";"Oui";1;0;0;67;"2017-08-25"
229;11;"2007-2008";"2433";"4E SEGPA";"4EME - SECTION D'ENSGT GENE & PRO ADAPTE";"1997-09-01 00:00:00";"";"Oui";"Oui";1;0;0;68;"2017-08-25"
230;11;"2007-2008";"2434";"3E SEGPA";"3EME - SECTION D'ENSGT GENE & PRO ADAPTE";"1997-09-01 00:00:00";"";"Oui";"Oui";58;0;0;69;"2017-08-25"
231;11;"2007-2008";"2435";"SEGPA 1CAP2";"SEGPA CAP EN 2 ANS : 1ERE ANNEE";"1997-09-01 00:00:00";"";"Non";"Non";0;0;0;70;"2017-08-25"
232;11;"2007-2008";"2436";"SEGPA 2CAP2";"SEGPA CAP EN 2 ANS : 2EME ANNEE";"1997-09-01 00:00:00";"";"Non";"Non";0;0;0;71;"2017-08-25"
233;11;"2007-2008";"2511";"1BP2";"BREVET PROFESSIONNEL : 1ERE ANNEE";"1992-09-01 00:00:00";"";"Oui";"Oui";57;0;0;72;"2017-08-25"
234;11;"2007-2008";"2512";"2BP2";"BREVET PROFESSIONNEL : 2EME ANNEE";"1992-09-01 00:00:00";"";"Oui";"Oui";60;0;0;73;"2017-08-25"
235;11;"2007-2008";"3111";"CPGE-1";"CLASSE PREPA.GRANDES ECOLES : 1ERE ANNEE";"1992-09-01 00:00:00";"";"Oui";"Oui";19;2;2;74;"2017-08-25"
236;11;"2007-2008";"3112";"CPGE-2";"CLASSE PREPA.GRANDES ECOLES : 2EME ANNEE";"1992-09-01 00:00:00";"";"Oui";"Oui";27;3;3;75;"2017-08-25"
237;11;"2007-2008";"3211";"BTS 1 AN";"BREVET DE TECHNICIEN SUPERIEUR EN 1 AN";"1992-09-01 00:00:00";"";"Oui";"Oui";136;24;24;76;"2017-08-25"
238;11;"2007-2008";"3221";"1BTS2";"BREVET DE TECH.SUP.EN 2 ANS : 1ERE ANN.";"1992-09-01 00:00:00";"";"Oui";"Oui";138;30;30;77;"2017-08-25"
239;11;"2007-2008";"3222";"2BTS2";"BREVET DE TECH.SUP.EN 2 ANS : 2EME ANN.";"1992-09-01 00:00:00";"";"Oui";"Oui";138;33;33;78;"2017-08-25"
240;11;"2007-2008";"3231";"1BTS3";"BREVET DE TECH.SUP.EN 3 ANS : 1ERE ANN.";"1992-09-01 00:00:00";"";"Oui";"Oui";3;0;0;79;"2017-08-25"
241;11;"2007-2008";"3232";"2BTS3";"BREVET DE TECH.SUP.EN 3 ANS : 2EME ANN.";"1992-09-01 00:00:00";"";"Oui";"Oui";3;0;0;80;"2017-08-25"
242;11;"2007-2008";"3233";"3BTS3";"BREVET DE TECH.SUP.EN 3 ANS : 3EME ANN.";"1992-09-01 00:00:00";"";"Oui";"Oui";4;0;0;81;"2017-08-25"
243;11;"2007-2008";"3241";"DPECF";"DIP.PREPA.ETUDES COMPTABLES & FINANCIER.";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;82;"2017-08-25"
244;11;"2007-2008";"3242";"CL.M.NIV";"CLASSE DE MISE A NIVEAU POUR BTS";"1992-09-01 00:00:00";"";"Oui";"Oui";2;0;0;83;"2017-08-25"
245;11;"2007-2008";"3251";"DMA EN 1 AN";"DIP.METIERS D'ARTS EN 1 AN";"1992-09-01 00:00:00";"";"Oui";"Oui";21;0;0;84;"2017-08-25"
246;11;"2007-2008";"3261";"1DMA2";"DIP.METIERS D'ARTS EN 2 ANS : 1ERE ANNEE";"1992-09-01 00:00:00";"";"Oui";"Oui";23;0;0;85;"2017-08-25"
247;11;"2007-2008";"3262";"2DMA2";"DIP.METIERS D'ARTS EN 2 ANS : 2EME ANNEE";"1992-09-01 00:00:00";"";"Oui";"Oui";21;0;0;86;"2017-08-25"
248;11;"2007-2008";"3281";"DSAA-1";"DIP.SUPERIEUR ARTS APPLIQUES :1ERE ANNEE";"1992-09-01 00:00:00";"";"Oui";"Oui";9;0;0;87;"2017-08-25"
249;11;"2007-2008";"3282";"DSAA-2";"DIP.SUPERIEUR ARTS APPLIQUES :2EME ANNEE";"1992-09-01 00:00:00";"";"Oui";"Oui";9;0;0;88;"2017-08-25"
250;11;"2007-2008";"3291";"DNTS";"DIPLOME NATIONAL DE TECHNO SPECIALISE";"1992-09-01 00:00:00";"";"Oui";"Oui";6;0;0;89;"2017-08-25"
251;11;"2007-2008";"3292";"LICENC";"LICENCE";"2002-09-01 00:00:00";"";"Oui";"Oui";1;0;0;90;"2017-08-25"
252;11;"2007-2008";"32A1";"DCG-1";"DIP DE COMPTA GESTION 1E AN.,  DECF-1";"1998-09-01 00:00:00";"";"Oui";"Oui";1;0;0;91;"2017-08-25"
253;11;"2007-2008";"32A2";"DCG-2";"DIP DE COMPTA GESTION 2E AN.,  DECF-2";"1998-09-01 00:00:00";"";"Oui";"Oui";1;0;0;92;"2017-08-25"
254;11;"2007-2008";"32A3";"DCG-3";"DIP DE COMPTA ET GESTION 3E AN.";"2007-09-01 00:00:00";"";"Oui";"Oui";1;0;0;93;"2017-08-25"
255;11;"2007-2008";"32B1";"DSCG-1";"DIP SUP COMPTA ET GESTION 1E AN., DESCF";"1998-09-01 00:00:00";"";"Oui";"Oui";1;0;0;94;"2017-08-25"
256;11;"2007-2008";"32B2";"DSCG-2";"DIP SUP COMPTA ET GESTION 2E ANNEE";"2007-09-01 00:00:00";"";"Oui";"Oui";1;0;0;95;"2017-08-25"
257;11;"2007-2008";"3920";"DEUG";"UNIVERSITE - DEUG";"1997-09-01 00:00:00";"";"Non";"Non";0;0;0;96;"2017-08-25"
258;11;"2007-2008";"3930";"DUT";"UNIVERSITE - DUT";"1997-09-01 00:00:00";"";"Non";"Non";0;0;0;97;"2017-08-25"
259;11;"2007-2008";"3931";"DUT2";"DUT EN 2 ANS";"1999-09-01 00:00:00";"";"Oui";"Oui";68;0;0;98;"2017-08-25"
260;11;"2007-2008";"4111";"CIPPA";"CYCLE D'INSERTION PROF. PAR ALTERNANCE";"1992-09-01 00:00:00";"";"Non";"Non";12;0;0;99;"2017-08-25"
261;11;"2007-2008";"4121";"ITHAQUE";"ITINERAIRE PERSO. D'ACCES A QUALIF.& DIP";"1996-09-01 00:00:00";"";"Non";"Non";1;0;0;100;"2017-08-25"
262;11;"2007-2008";"4131";"SIO";"SESSION D'INFORMATION & D'ORIENTATION";"1996-09-01 00:00:00";"";"Non";"Non";1;0;0;101;"2017-08-25"
283;11;"2007-2008";"4211";"MOREA CAP";"MODULE REPREPA.EXAM.PAR ALTERNANCE : CAP";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;103;"2017-08-25"
263;11;"2007-2008";"4212";"MOREA BEP";"MODULE REPREPA.EXAM.PAR ALTERNANCE : BEP";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;104;"2017-08-25"
284;11;"2007-2008";"4221";"MOREA BT";"MODULE REPREPA.EXAM.PAR ALTERNANCE : BT";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;105;"2017-08-25"
264;11;"2007-2008";"4222";"MOREA BTN";"MODULE REPREPA.EXAM.PAR ALTERNANCE : BTN";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;106;"2017-08-25"
285;11;"2007-2008";"4223";"MOREA BPRO";"MODULE REPREPA.EXAM.PAR ALTERNANCE :BPRO";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;107;"2017-08-25"
265;11;"2007-2008";"4224";"MOREA BMA";"MODULE REPREPA.EXAM.PAR ALTERNANCE : BMA";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;108;"2017-08-25"
286;11;"2007-2008";"4225";"MOBAC GENE";"MOREA BAC GENERAL";"1996-09-01 00:00:00";"";"Non";"Non";0;0;0;109;"2017-08-25"
266;11;"2007-2008";"4231";"MOREA BTS";"MODULE REPREPA.EXAM.PAR ALTERNANCE : BTS";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;110;"2017-08-25"
287;11;"2007-2008";"4232";"MOREA DMA";"MODULE REPREPA.EXAM.PAR ALTERNANCE : DMA";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;111;"2017-08-25"
267;11;"2007-2008";"4311";"FC CAP";"FORMATION COMPLEMENTAIRE POST CAP";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;112;"2017-08-25"
288;11;"2007-2008";"4312";"FC BEP";"FORMATION COMPLEMENTAIRE POST BEP";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;113;"2017-08-25"
268;11;"2007-2008";"4321";"FC BT";"FORMATION COMPLEMENTAIRE POST BT";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;114;"2017-08-25"
289;11;"2007-2008";"4322";"FC BTN";"FORMATION COMPLEMENTAIRE POST BAC TECHNO";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;115;"2017-08-25"
269;11;"2007-2008";"4323";"FC BACPRO";"FORMATION COMPLEMENTAIRE POST BAC PRO";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;116;"2017-08-25"
290;11;"2007-2008";"4324";"FC BMA";"FORMATION COMPLEMENTAIRE POST BMA";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;117;"2017-08-25"
270;11;"2007-2008";"4331";"FC BTS";"FORMATION COMPLEMENTAIRE POST BTS";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;118;"2017-08-25"
291;11;"2007-2008";"4332";"FC DMA";"FORMATION COMPLEMENTAIRE POST DMA";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;119;"2017-08-25"
271;11;"2007-2008";"4411";"FCIL NIV-5";"FCIL & FC NON DIPLOMANTE POST NIVEAU-5";"1994-09-01 00:00:00";"";"Non";"Non";12;0;0;120;"2017-08-25"
292;11;"2007-2008";"4421";"FCIL NIV-4";"FCIL & FC NON DIPLOMANTE POST NIVEAU-4";"1994-09-01 00:00:00";"";"Non";"Non";12;0;0;121;"2017-08-25"
272;11;"2007-2008";"4431";"FCIL NIV-3";"FCIL & FC NON DIPLOMANTE POST NIVEAU-3";"1994-09-01 00:00:00";"";"Non";"Non";12;0;0;122;"2017-08-25"
293;11;"2007-2008";"4441";"FCIL G-T";"FCIL & FC NON DIPLOM.POST GENE. & TECHNO";"1994-09-01 00:00:00";"";"Non";"Non";12;0;0;123;"2017-08-25"
273;11;"2007-2008";"4511";"FORM.INTEG.";"FORMATION INTEGREE";"1994-09-01 00:00:00";"";"Non";"Non";0;0;0;124;"2017-08-25"
294;11;"2007-2008";"4521";"FINTG 1CAP2";"FORMATION INTEGREE CAP 2 ANS : 1E ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;125;"2017-08-25"
274;11;"2007-2008";"4522";"FINTG 2CAP2";"FORMATION INTEGREE CAP 2 ANS : 2E ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;126;"2017-08-25"
295;11;"2007-2008";"4531";"FINTG 1CAP3";"FORMATION INTEGREE CAP 3 ANS : 1E ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;127;"2017-08-25"
275;11;"2007-2008";"4532";"FINTG 2CAP3";"FORMATION INTEGREE CAP 3 ANS : 2E ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;128;"2017-08-25"
296;11;"2007-2008";"4533";"FINTG 3CAP3";"FORMATION INTEGREE CAP 3 ANS : 3E ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;129;"2017-08-25"
276;11;"2007-2008";"4611";"MODAL NIV-5";"MODULE D'ACTION EN LYCEE NIVEAU 5";"1994-09-01 00:00:00";"";"Non";"Non";12;0;0;130;"2017-08-25"
297;11;"2007-2008";"4621";"MODAL NIV-4";"MODULE D'ACTION EN LYCEE NIVEAU 4";"1992-09-01 00:00:00";"";"Non";"Non";12;0;0;131;"2017-08-25"
277;11;"2007-2008";"4631";"MODAL NIV-3";"MODULE D'ACTION EN LYCEE NIVEAU 3";"1992-09-01 00:00:00";"";"Non";"Non";12;0;0;132;"2017-08-25"
298;11;"2007-2008";"4711";"NCE78 1CAP2";"NCE DECISION 78- CAP EN 2 ANS : 1E ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;133;"2017-08-25"
278;11;"2007-2008";"4712";"NCE78 2CAP2";"NCE DECISION 78- CAP EN 2 ANS : 2E ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;134;"2017-08-25"
299;11;"2007-2008";"4721";"NCE78 1BEP2";"NCE DECISION 78- BEP EN 2 ANS : 1E ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;135;"2017-08-25"
279;11;"2007-2008";"4722";"NCE78 2BEP2";"NCE DECISION 78- BEP EN 2 ANS : 2E ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;136;"2017-08-25"
300;11;"2007-2008";"4731";"NCE78 1BPR2";"NCE DECISION 78- BAC PRO 2ANS : 1E ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;137;"2017-08-25"
280;11;"2007-2008";"4732";"NCE78 2BPR2";"NCE DECISION 78- BAC PRO 2ANS : 2E ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;138;"2017-08-25"
301;11;"2007-2008";"4741";"NCE78 1BMA2";"NCE DECISION 78- BMA EN 2 ANS : 1E ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;139;"2017-08-25"
281;11;"2007-2008";"4742";"NCE78 2BMA2";"NCE DECISION 78- BMA EN 2 ANS : 2E ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;140;"2017-08-25"
302;11;"2007-2008";"4751";"NCE78 1BTS2";"NCE DECISION 78- BTS EN 2 ANS : 1E ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;141;"2017-08-25"
282;11;"2007-2008";"4752";"NCE78 2BTS2";"NCE DECISION 78- BTS EN 2 ANS : 2E ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;142;"2017-08-25"
303;11;"2007-2008";"4761";"NCE78 1DMA2";"NCE DECISION 78- DMA EN 2 ANS : 1E ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;143;"2017-08-25"
304;11;"2007-2008";"4762";"NCE78 2DMA2";"NCE DECISION 78- DMA EN 2 ANS : 2E ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;144;"2017-08-25"
305;11;"2007-2008";"5111";"PDPREBAC1";"PREPA.DIVERSE PRE-BAC  : 1ERE ANNEE";"1992-09-01 00:00:00";"";"Oui";"Oui";17;0;0;145;"2017-08-25"
306;11;"2007-2008";"5112";"PDPREBAC2";"PREPA.DIVERSE PRE-BAC  : 2EME ANNEE";"2000-09-01 00:00:00";"";"Oui";"Oui";2;0;0;146;"2017-08-25"
307;11;"2007-2008";"5211";"PDPOSTBAC1";"PREPA.DIVERSE POST-BAC : 1ERE ANNEE";"1992-09-01 00:00:00";"";"Oui";"Oui";17;1;3;147;"2017-08-25"
308;11;"2007-2008";"5212";"PDPOSTBAC2";"PREPA.DIVERSE POST-BAC : 2EME ANNEE";"1992-09-01 00:00:00";"";"Oui";"Oui";2;0;0;148;"2017-08-25"
